pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
52.pdf,,Sr.,Crime H,eads,Cur,rent,Prev,ious,Curr,ent,%,Prev,ious,%,01.01.2022,01.12.2021,2022-01,01.01.2021,31.01.2022,31.12.2021,31.01.2021,,
52.pdf,,No.,,,Mo,nth,Mo,nth,Ye,ar,of,Ye,ar,of,01.01.2022,01.12.2021,2022-01,01.01.2021,31.01.2022,31.12.2021,31.01.2021,,
52.pdf,1,Murder Chain Snatc,8,7,10,10,8,7,88,12,12,100,-,4,01.01.2022,01.12.2021,2022-01,01.01.2021,31.01.2022,31.12.2021,31.01.2021,,
52.pdf,2,Att.to.C.Murder tching,12,12,17,15,12,12,100,36,34,94,-,24,01.01.2022,01.12.2021,2022-01,01.01.2021,31.01.2022,31.12.2021,31.01.2021,,
52.pdf,3,Dacoity,2,2,2,2,2,2,100,1,1,100,+,1,01.01.2022,01.12.2021,2022-01,01.01.2021,31.01.2022,31.12.2021,31.01.2021,,
52.pdf,4,Robbery (Excluding hing),65,51,60,43,65,51,78,77,65,84,-,12,01.01.2022,01.12.2021,2022-01,01.01.2021,31.01.2022,31.12.2021,31.01.2021,,
52.pdf,5,Robbery -Chain Sna,9,5,8,3,9,5,56,12,4,33,-,3,01.01.2022,01.12.2021,2022-01,01.01.2021,31.01.2022,31.12.2021,31.01.2021,,
52.pdf,6,Extortion,18,8,27,21,18,8,44,31,20,65,-,13,01.01.2022,01.12.2021,2022-01,01.01.2021,31.01.2022,31.12.2021,31.01.2021,,
52.pdf,7,H.B.T.Day / Night,119,41,120,40,119,41,34,176,53,30,-,57,01.01.2022,01.12.2021,2022-01,01.01.2021,31.01.2022,31.12.2021,31.01.2021,,
52.pdf,8,Thefts,328,116,437,129,328,116,35,412,125,30,-,84,01.01.2022,01.12.2021,2022-01,01.01.2021,31.01.2022,31.12.2021,31.01.2021,,
52.pdf,9,M.V.Thefts.,242,73,270,59,242,73,30,325,59,18,-,83,01.01.2022,01.12.2021,2022-01,01.01.2021,31.01.2022,31.12.2021,31.01.2021,,
52.pdf,10,Hurt,318,261,282,198,318,261,82,341,268,79,-,23,01.01.2022,01.12.2021,2022-01,01.01.2021,31.01.2022,31.12.2021,31.01.2021,,
52.pdf,11,Riots.,17,11,19,17,17,11,65,30,15,50,-,13,01.01.2022,01.12.2021,2022-01,01.01.2021,31.01.2022,31.12.2021,31.01.2021,,
52.pdf,12,Rape,62,48,55,40,62,48,77,75,49,65,-,13,01.01.2022,01.12.2021,2022-01,01.01.2021,31.01.2022,31.12.2021,31.01.2021,,
52.pdf,13,Molestation,143,97,153,108,143,97,68,169,125,74,-,26,01.01.2022,01.12.2021,2022-01,01.01.2021,31.01.2022,31.12.2021,31.01.2021,,
52.pdf,14,Other I.P.C.,"1,282",659,"1,702","1,000","1,282",659,51,"1,444",744,52,-,162,01.01.2022,01.12.2021,2022-01,01.01.2021,31.01.2022,31.12.2021,31.01.2021,,
52.pdf,,Total,"2,625","1,391","3,162","1,685","2,625","1,391",53,"3,141","1,574",50,-,516,01.01.2022,01.12.2021,2022-01,01.01.2021,31.01.2022,31.12.2021,31.01.2021,,
