pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
14.pdf,,No.,,,,Mo,nth,Mo,nth,Ye,ar,of,Ye,ar,01.02.2019,01.01.2019,2019-02,01.01.2018,28.02.2019,31.01.2019,28.02.2018,,
14.pdf,1,Murder Snat ching),10,9,10,8,20,18,90,16,14,88,+,4,01.02.2019,01.01.2019,2019-02,01.01.2018,28.02.2019,31.01.2019,28.02.2018,,
14.pdf,2,Att.to.C.Murder,27,23,28,27,55,51,93,43,41,95,+,12,01.02.2019,01.01.2019,2019-02,01.01.2018,28.02.2019,31.01.2019,28.02.2018,,
14.pdf,3,Dacoity,0,0,3,3,4,4,100,3,3,100,+,1,01.02.2019,01.01.2019,2019-02,01.01.2018,28.02.2019,31.01.2019,28.02.2018,,
14.pdf,4,Robbery (Excluding Chain,80,63,90,77,169,143,85,167,125,75,+,2,01.02.2019,01.01.2019,2019-02,01.01.2018,28.02.2019,31.01.2019,28.02.2018,,
14.pdf,5,Robbery -Chain Snatching,11,4,9,5,20,10,50,20,8,40,+,0,01.02.2019,01.01.2019,2019-02,01.01.2018,28.02.2019,31.01.2019,28.02.2018,,
14.pdf,6,Extortion,25,11,19,15,45,27,60,41,32,78,+,4,01.02.2019,01.01.2019,2019-02,01.01.2018,28.02.2019,31.01.2019,28.02.2018,,
14.pdf,7,H.B.T.Day / Night,161,35,160,54,321,110,34,400,136,34,-,79,01.02.2019,01.01.2019,2019-02,01.01.2018,28.02.2019,31.01.2019,28.02.2018,,
14.pdf,8,Thefts,425,128,458,140,883,294,33,"1,070",276,26,-,187,01.02.2019,01.01.2019,2019-02,01.01.2018,28.02.2019,31.01.2019,28.02.2018,,
14.pdf,9,M.V.Thefts.,223,52,215,43,438,124,28,639,156,24,-,201,01.02.2019,01.01.2019,2019-02,01.01.2018,28.02.2019,31.01.2019,28.02.2018,,
14.pdf,10,Hurt,362,307,353,276,715,619,87,866,680,79,-,151,01.02.2019,01.01.2019,2019-02,01.01.2018,28.02.2019,31.01.2019,28.02.2018,,
14.pdf,11,Riots.,43,29,33,26,76,56,74,148,97,66,-,72,01.02.2019,01.01.2019,2019-02,01.01.2018,28.02.2019,31.01.2019,28.02.2018,,
14.pdf,12,Rape,65,50,65,55,134,111,83,126,97,77,+,8,01.02.2019,01.01.2019,2019-02,01.01.2018,28.02.2019,31.01.2019,28.02.2018,,
14.pdf,13,Molestaion,204,151,230,153,436,321,74,446,322,72,-,10,01.02.2019,01.01.2019,2019-02,01.01.2018,28.02.2019,31.01.2019,28.02.2018,,
14.pdf,14,Other I.P.C.,"1,569",961,"1,888","1,265","3,450","2,346",68,"2,857","1,564",55,+,593,01.02.2019,01.01.2019,2019-02,01.01.2018,28.02.2019,31.01.2019,28.02.2018,,
14.pdf,,Total,"3,205","1,823","3,561","2,147","6,766","4,234",63,"6,842","3,551",52,-,76,01.02.2019,01.01.2019,2019-02,01.01.2018,28.02.2019,31.01.2019,28.02.2018,,
