pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
26.pdf,,Sr.,Crime,Head,s,Cur,rent,Pre,vious,Cur,rent,%,Prev,ious,01.01.2020,01.12.2019,2020-01,01.01.2019,31.01.2020,31.12.2019,31.01.2019,,
26.pdf,,No.,,,,Mo,nth,Mo,nth,Ye,ar,of,Ye,ar,01.01.2020,01.12.2019,2020-01,01.01.2019,31.01.2020,31.12.2019,31.01.2019,,
26.pdf,1,Murder g Ch ain Snatc,7,7,14,13,7,7,100,10,8,80,-,3,01.01.2020,01.12.2019,2020-01,01.01.2019,31.01.2020,31.12.2019,31.01.2019,,
26.pdf,2,Att.to.C.Murder atchi ng,34,31,37,34,34,31,91,28,27,96,+,6,01.01.2020,01.12.2019,2020-01,01.01.2019,31.01.2020,31.12.2019,31.01.2019,,
26.pdf,3,Dacoity,1,1,3,3,1,1,100,3,3,100,-,2,01.01.2020,01.12.2019,2020-01,01.01.2019,31.01.2020,31.12.2019,31.01.2019,,
26.pdf,4,Robbery (Excludin hing),87,74,96,66,87,74,85,90,77,86,-,3,01.01.2020,01.12.2019,2020-01,01.01.2019,31.01.2020,31.12.2019,31.01.2019,,
26.pdf,5,Robbery -Chain Sn,11,5,18,9,11,5,45,9,5,56,+,2,01.01.2020,01.12.2019,2020-01,01.01.2019,31.01.2020,31.12.2019,31.01.2019,,
26.pdf,6,Extortion,25,19,32,24,25,19,76,19,15,79,+,6,01.01.2020,01.12.2019,2020-01,01.01.2019,31.01.2020,31.12.2019,31.01.2019,,
26.pdf,7,H.B.T.Day / Night,191,67,169,33,191,67,35,160,54,34,+,31,01.01.2020,01.12.2019,2020-01,01.01.2019,31.01.2020,31.12.2019,31.01.2019,,
26.pdf,8,Thefts,514,156,541,138,514,156,30,458,140,31,+,56,01.01.2020,01.12.2019,2020-01,01.01.2019,31.01.2020,31.12.2019,31.01.2019,,
26.pdf,9,M.V.Thefts.,246,63,255,49,246,63,26,215,43,20,+,31,01.01.2020,01.12.2019,2020-01,01.01.2019,31.01.2020,31.12.2019,31.01.2019,,
26.pdf,10,Hurt,372,297,369,270,372,297,80,353,276,78,+,19,01.01.2020,01.12.2019,2020-01,01.01.2019,31.01.2020,31.12.2019,31.01.2019,,
26.pdf,11,Riots.,29,15,33,25,29,15,52,33,26,79,-,4,01.01.2020,01.12.2019,2020-01,01.01.2019,31.01.2020,31.12.2019,31.01.2019,,
26.pdf,12,Rape,80,60,86,68,80,60,75,65,55,85,+,15,01.01.2020,01.12.2019,2020-01,01.01.2019,31.01.2020,31.12.2019,31.01.2019,,
26.pdf,13,Molestaion,224,172,282,206,224,172,77,230,153,67,-,6,01.01.2020,01.12.2019,2020-01,01.01.2019,31.01.2020,31.12.2019,31.01.2019,,
26.pdf,14,Other I.P.C.,"1,776",988,"3,423","2,683","1,776",988,56,"1,888","1,265",67,-,112,01.01.2020,01.12.2019,2020-01,01.01.2019,31.01.2020,31.12.2019,31.01.2019,,
26.pdf,,Total,"3,597","1,955","5,358","3,621","3,597","1,955",54,"3,561","2,147",60,+,36,01.01.2020,01.12.2019,2020-01,01.01.2019,31.01.2020,31.12.2019,31.01.2019,,
