pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
2.pdf,,No.,,Mo,nth,Mo,nth,Y,ear,of,Ye,ar,of,,01.02.2018,01.01.2018,2018-02,01.01.2017,28.02.2018,31.01.2018,28.02.2017,,
2.pdf,1,Murder,7,6,10,9,16,14,88,24,21,88,-,8,01.02.2018,01.01.2018,2018-02,01.01.2017,28.02.2018,31.01.2018,28.02.2017,,
2.pdf,2,Att.to.C.Murder,20,18,23,21,43,41,95,25,24,96,+,18,01.02.2018,01.01.2018,2018-02,01.01.2017,28.02.2018,31.01.2018,28.02.2017,,
2.pdf,3,Dacoity,2,2,1,0,3,3,100,2,2,100,+,1,01.02.2018,01.01.2018,2018-02,01.01.2017,28.02.2018,31.01.2018,28.02.2017,,
2.pdf,4,Robbery (Excluding Chain Snatchin g)79,55,88,65,167,125,75,117,75,64,,+,50,01.02.2018,01.01.2018,2018-02,01.01.2017,28.02.2018,31.01.2018,28.02.2017,,
2.pdf,5,Robbery -Chain Snatching,10,3,10,5,20,8,40,21,11,52,-,1,01.02.2018,01.01.2018,2018-02,01.01.2017,28.02.2018,31.01.2018,28.02.2017,,
2.pdf,6,Extortion,21,15,20,16,41,32,78,14,11,79,+,27,01.02.2018,01.01.2018,2018-02,01.01.2017,28.02.2018,31.01.2018,28.02.2017,,
2.pdf,7,H.B.T.Day / Night,181,38,220,73,400,136,34,385,115,30,+,15,01.02.2018,01.01.2018,2018-02,01.01.2017,28.02.2018,31.01.2018,28.02.2017,,
2.pdf,8,Thefts,530,111,539,144,"1,070",276,26,"1,056",248,23,+,14,01.02.2018,01.01.2018,2018-02,01.01.2017,28.02.2018,31.01.2018,28.02.2017,,
2.pdf,9,M.V.Thefts.,295,52,344,53,639,156,24,494,106,21,+,145,01.02.2018,01.01.2018,2018-02,01.01.2017,28.02.2018,31.01.2018,28.02.2017,,
2.pdf,10,Hurt,385,276,481,361,866,680,79,717,555,77,+,149,01.02.2018,01.01.2018,2018-02,01.01.2017,28.02.2018,31.01.2018,28.02.2017,,
2.pdf,11,Riots.,46,27,101,60,148,97,66,64,40,63,+,84,01.02.2018,01.01.2018,2018-02,01.01.2017,28.02.2018,31.01.2018,28.02.2017,,
2.pdf,12,Rape,57,37,64,49,126,97,77,78,62,79,+,48,01.02.2018,01.01.2018,2018-02,01.01.2017,28.02.2018,31.01.2018,28.02.2017,,
2.pdf,13,Molestaion,207,142,240,164,446,322,72,364,252,69,+,82,01.02.2018,01.01.2018,2018-02,01.01.2017,28.02.2018,31.01.2018,28.02.2017,,
2.pdf,14,Other I.P.C.,"1,377",681,"1,484",766,"2,857","1,564",55,"2,386","1,271",53,+,471,01.02.2018,01.01.2018,2018-02,01.01.2017,28.02.2018,31.01.2018,28.02.2017,,
2.pdf,,Total,"3,217","1,463","3,625","1,786","6,842","3,551",52,"5,747","2,793",49,+,"1,095",01.02.2018,01.01.2018,2018-02,01.01.2017,28.02.2018,31.01.2018,28.02.2017,,
