pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
38.pdf,,Sr.,Crime H,ead,s,Curr,ent,Prev,ious,Cur,rent,%,Prev,ious,01.01.2021,01.12.2020,2021-01,01.01.2020,31.01.2021,31.12.2020,31.01.2020,,
38.pdf,,No.,,,,Mo,nth,Mo,nth,Ye,ar,of,Ye,ar,01.01.2021,01.12.2020,2021-01,01.01.2020,31.01.2021,31.12.2020,31.01.2020,,
38.pdf,1,Murder Ch ain Snat,12,12,11,10,12,12,100,7,7,100,+,5,01.01.2021,01.12.2020,2021-01,01.01.2020,31.01.2021,31.12.2020,31.01.2020,,
38.pdf,2,Att.to.C.Murder tchi ng,36,34,25,23,36,34,94,34,31,91,+,2,01.01.2021,01.12.2020,2021-01,01.01.2020,31.01.2021,31.12.2020,31.01.2020,,
38.pdf,3,Dacoity,1,1,1,1,1,1,100,1,1,100,+,0,01.01.2021,01.12.2020,2021-01,01.01.2020,31.01.2021,31.12.2020,31.01.2020,,
38.pdf,4,Robbery (Excluding ching),77,65,56,42,77,65,84,87,74,85,-,10,01.01.2021,01.12.2020,2021-01,01.01.2020,31.01.2021,31.12.2020,31.01.2020,,
38.pdf,5,Robbery -Chain Sna,12,4,10,3,12,4,33,11,5,45,+,1,01.01.2021,01.12.2020,2021-01,01.01.2020,31.01.2021,31.12.2020,31.01.2020,,
38.pdf,6,Extortion,31,20,26,20,31,20,65,25,19,76,+,6,01.01.2021,01.12.2020,2021-01,01.01.2020,31.01.2021,31.12.2020,31.01.2020,,
38.pdf,7,H.B.T.Day / Night,176,53,147,45,176,53,30,191,67,35,-,15,01.01.2021,01.12.2020,2021-01,01.01.2020,31.01.2021,31.12.2020,31.01.2020,,
38.pdf,8,Thefts,412,125,398,86,412,125,30,514,156,30,-,102,01.01.2021,01.12.2020,2021-01,01.01.2020,31.01.2021,31.12.2020,31.01.2020,,
38.pdf,9,M.V.Thefts.,325,59,286,53,325,59,18,246,63,26,+,79,01.01.2021,01.12.2020,2021-01,01.01.2020,31.01.2021,31.12.2020,31.01.2020,,
38.pdf,10,Hurt,341,268,346,263,341,268,79,372,297,80,-,31,01.01.2021,01.12.2020,2021-01,01.01.2020,31.01.2021,31.12.2020,31.01.2020,,
38.pdf,11,Riots.,30,15,32,20,30,15,50,29,15,52,+,1,01.01.2021,01.12.2020,2021-01,01.01.2020,31.01.2021,31.12.2020,31.01.2020,,
38.pdf,12,Rape,75,49,62,45,75,49,65,80,60,75,-,5,01.01.2021,01.12.2020,2021-01,01.01.2020,31.01.2021,31.12.2020,31.01.2020,,
38.pdf,13,Molestaion,169,125,171,118,169,125,74,224,172,77,-,55,01.01.2021,01.12.2020,2021-01,01.01.2020,31.01.2021,31.12.2020,31.01.2020,,
38.pdf,14,Other I.P.C.,"1,443",745,"1,742","1,130","1,443",745,52,"1,776",988,56,-,333,01.01.2021,01.12.2020,2021-01,01.01.2020,31.01.2021,31.12.2020,31.01.2020,,
38.pdf,,Total,"3,140","1,575","3,313","1,859","3,140","1,575",50,"3,597","1,955",54,-,457,01.01.2021,01.12.2020,2021-01,01.01.2020,31.01.2021,31.12.2020,31.01.2020,,
