pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
53.pdf,,No.,,Mo,nth,Mo,nth,Ye,ar,of,Ye,ar,of,-,01.02.2022,01.01.2022,2022-02,01.01.2021,28.02.2022,31.01.2022,28.02.2021,,
53.pdf,1,Murder,13,12,8,7,21,19,90,28,27,96,-,7,01.02.2022,01.01.2022,2022-02,01.01.2021,28.02.2022,31.01.2022,28.02.2021,,
53.pdf,2,Att.to.C.Murder,18,14,12,12,31,27,87,66,60,91,-,35,01.02.2022,01.01.2022,2022-02,01.01.2021,28.02.2022,31.01.2022,28.02.2021,,
53.pdf,3,Dacoity,1,1,2,2,3,3,100,4,3,75,-,1,01.02.2022,01.01.2022,2022-02,01.01.2021,28.02.2022,31.01.2022,28.02.2021,,
53.pdf,4,Robbery (Excluding Chain S natching),56,41,65,51,121,96,79,140,121,86,-,19,01.02.2022,01.01.2022,2022-02,01.01.2021,28.02.2022,31.01.2022,28.02.2021,,
53.pdf,5,Robbery -Chain Snatching,21,11,9,5,30,17,57,24,11,46,+,6,01.02.2022,01.01.2022,2022-02,01.01.2021,28.02.2022,31.01.2022,28.02.2021,,
53.pdf,6,Extortion,18,12,18,8,36,25,69,62,48,77,-,26,01.02.2022,01.01.2022,2022-02,01.01.2021,28.02.2022,31.01.2022,28.02.2021,,
53.pdf,7,H.B.T.Day / Night,123,62,119,41,242,119,49,328,127,39,-,86,01.02.2022,01.01.2022,2022-02,01.01.2021,28.02.2022,31.01.2022,28.02.2021,,
53.pdf,8,Thefts,347,124,328,116,675,275,41,763,248,33,-,88,01.02.2022,01.01.2022,2022-02,01.01.2021,28.02.2022,31.01.2022,28.02.2021,,
53.pdf,9,M.V.Thefts.,194,42,242,73,436,140,32,573,156,27,-,137,01.02.2022,01.01.2022,2022-02,01.01.2021,28.02.2022,31.01.2022,28.02.2021,,
53.pdf,10,Hurt,291,224,318,261,608,512,84,699,592,85,-,91,01.02.2022,01.01.2022,2022-02,01.01.2021,28.02.2022,31.01.2022,28.02.2021,,
53.pdf,11,Riots.,22,13,17,11,39,25,64,51,32,63,-,12,01.02.2022,01.01.2022,2022-02,01.01.2021,28.02.2022,31.01.2022,28.02.2021,,
53.pdf,12,Rape,56,42,62,48,120,99,83,153,114,75,-,33,01.02.2022,01.01.2022,2022-02,01.01.2021,28.02.2022,31.01.2022,28.02.2021,,
53.pdf,13,Molestation,167,118,143,97,310,229,74,319,234,73,-,9,01.02.2022,01.01.2022,2022-02,01.01.2021,28.02.2022,31.01.2022,28.02.2021,,
53.pdf,14,Other I.P.C.,"1,404",820,"1,282",659,"2,684","1,568",58,"2,958","1,707",58,-,274,01.02.2022,01.01.2022,2022-02,01.01.2021,28.02.2022,31.01.2022,28.02.2021,,
53.pdf,,Total,"2,731","1,536","2,625","1,391","5,356","3,154",59,"6,168","3,480",56,-,812,01.02.2022,01.01.2022,2022-02,01.01.2021,28.02.2022,31.01.2022,28.02.2021,,
